Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(g.f),Power(W)
5.751,16051,0,17,2008,1999,2497,0.205,12.19,209.00,2.50
5.751,16052,0,17,2006,1997,2498,0.190,12.18,206.00,2.31
5.751,16053,0,17,2008,1999,2496,0.197,12.18,211.00,2.40
5.751,16054,0,17,2008,2000,2497,0.190,12.17,208.00,2.31
5.751,16055,0,17,2009,2000,2496,0.205,12.18,209.00,2.50
5.751,16056,0,17,2008,1999,2497,0.212,12.19,211.00,2.58
5.751,16057,0,17,2008,1999,2496,0.212,12.19,211.00,2.58
5.752,16058,0,17,2008,2000,2497,0.205,12.18,209.00,2.50
5.752,16059,0,17,2008,2000,2496,0.205,12.19,211.00,2.50
5.752,16060,0,17,2009,2000,2498,0.197,12.18,208.00,2.40
5.752,16061,0,17,2008,1999,2498,0.197,12.18,206.00,2.40
5.752,16062,0,17,2008,1999,2498,0.205,12.18,208.00,2.50
5.752,16063,0,17,2007,1998,2499,0.190,12.16,206.00,2.31
5.752,16064,0,17,2009,1999,2498,0.197,12.18,206.00,2.40
5.752,16065,0,17,2008,1999,2498,0.205,12.19,206.00,2.50
5.752,16066,0,17,2008,1999,2498,0.205,12.19,208.00,2.50
5.752,16067,0,17,2008,2000,2499,0.197,12.17,206.00,2.40
5.752,16068,0,17,2008,1999,2496,0.212,12.19,211.00,2.58
5.752,16069,0,17,2008,1999,2498,0.197,12.18,208.00,2.40
5.752,16070,0,17,2008,1999,2497,0.205,12.19,211.00,2.50
5.752,16071,0,17,2007,1998,2497,0.205,12.19,209.00,2.50
5.752,16072,0,17,2007,1998,2497,0.197,12.18,209.00,2.40
5.752,16073,0,17,2008,1999,2497,0.205,12.19,209.00,2.50
5.752,16074,0,17,2007,1998,2497,0.205,12.19,209.00,2.50
5.752,16075,0,17,2008,1998,2497,0.197,12.18,209.00,2.40
5.752,16076,0,17,2008,1999,2497,0.212,12.18,209.00,2.58
5.752,16077,0,17,2008,1999,2497,0.205,12.19,211.00,2.50
5.752,16078,0,17,2008,1999,2496,0.205,12.19,211.00,2.50
5.752,16079,0,17,2009,2000,2499,0.205,12.18,206.00,2.50
5.753,16080,0,17,2008,1999,2497,0.205,12.19,209.00,2.50
5.753,16081,0,17,2007,1998,2499,0.205,12.18,206.00,2.50
5.753,16082,0,17,2006,1997,2498,0.205,12.18,206.00,2.50
5.753,16083,0,17,2007,1998,2498,0.197,12.19,208.00,2.40
5.753,16084,0,18,2008,1999,2497,0.205,12.18,209.00,2.50
5.753,16085,0,18,2008,1999,2497,0.205,12.19,211.00,2.50
5.753,16086,0,18,2008,1999,2496,0.197,12.19,211.00,2.40
5.753,16087,0,18,2008,1998,2498,0.197,12.17,208.00,2.40
5.753,16088,0,18,2006,1997,2497,0.205,12.18,209.00,2.50
5.753,16089,0,18,2008,2000,2498,0.205,12.19,206.00,2.50
5.753,16090,0,18,2008,1998,2497,0.197,12.18,209.00,2.40
5.753,16091,0,18,2008,1999,2498,0.205,12.19,209.00,2.50
5.753,16092,0,18,2008,1998,2497,0.205,12.19,209.00,2.50
5.753,16093,0,18,2008,1999,2497,0.197,12.18,209.00,2.40
5.753,16094,0,18,2008,1999,2496,0.205,12.19,209.00,2.50
5.753,16095,0,18,2009,1999,2496,0.205,12.19,209.00,2.50
5.753,16096,0,18,2008,1999,2497,0.212,12.19,211.00,2.58
5.753,16097,0,18,2007,1998,2498,0.205,12.18,208.00,2.50
5.753,16098,0,18,2009,2000,2497,0.197,12.18,208.00,2.40
5.753,16099,0,18,2008,1999,2496,0.197,12.18,209.00,2.40
5.753,16100,0,18,2008,1999,2497,0.212,12.19,209.00,2.58
5.753,16101,0,18,2008,1998,2498,0.205,12.19,209.00,2.50
5.753,16102,0,18,2007,1998,2498,0.205,12.18,208.00,2.50
5.753,16103,0,18,2007,1998,2497,0.205,12.19,209.00,2.50
5.753,16104,0,18,2008,1999,2496,0.197,12.18,209.00,2.40
5.753,16105,0,18,2008,1999,2496,0.212,12.19,211.00,2.58
5.753,16106,0,18,2007,1998,2497,0.197,12.17,209.00,2.40
5.754,16107,0,18,2008,1999,2497,0.205,12.19,209.00,2.50
5.754,16108,0,18,2009,2001,2497,0.197,12.18,209.00,2.40
5.754,16109,0,18,2008,1999,2496,0.205,12.19,211.00,2.50
5.754,16110,0,18,2007,1998,2497,0.197,12.19,209.00,2.40
5.754,16111,0,18,2008,1999,2498,0.190,12.17,208.00,2.31
5.754,16112,0,18,2007,1998,2498,0.197,12.17,209.00,2.40
5.754,16113,0,18,2007,1998,2498,0.190,12.17,208.00,2.31
5.754,16114,0,18,2007,1998,2497,0.197,12.18,211.00,2.40
5.754,16115,0,18,2007,1998,2497,0.197,12.18,209.00,2.40
5.754,16116,0,18,2008,1999,2497,0.190,12.17,208.00,2.31
5.754,16117,0,18,2007,1999,2498,0.190,12.17,208.00,2.31
5.754,16118,0,18,2008,2000,2499,0.190,12.17,206.00,2.31
5.754,16119,0,18,2008,2000,2498,0.190,12.17,206.00,2.31
5.754,16120,0,18,2008,2000,2498,0.197,12.17,208.00,2.40
5.754,16121,0,18,2009,2000,2499,0.190,12.17,206.00,2.31
5.754,16200,0,19,2007,1998,2497,0.197,12.18,209.00,2.40
5.754,16201,0,19,2006,1997,2498,0.190,12.17,208.00,2.31
5.755,16202,0,19,2008,1998,2496,0.205,12.18,211.00,2.50
5.762,16203,0,19,2009,2000,2498,0.205,12.18,206.00,2.50
5.762,16204,0,20,2007,1998,2497,0.197,12.18,208.00,2.40
5.762,16205,0,20,2008,1998,2496,0.197,12.18,209.00,2.40
5.762,16206,0,20,2007,1998,2497,0.197,12.18,209.00,2.40
5.762,16207,0,20,2008,1999,2497,0.205,12.18,208.00,2.50
5.764,16208,0,20,2007,1997,2497,0.197,12.17,209.00,2.40
5.765,16209,0,20,2007,1998,2497,0.197,12.18,209.00,2.40
5.768,16210,0,20,2007,1998,2497,0.197,12.17,209.00,2.40
5.770,16211,0,20,2008,1999,2497,0.205,12.19,209.00,2.50
5.772,16212,0,20,2007,1998,2497,0.205,12.18,209.00,2.50
5.774,16213,0,20,2009,2000,2497,0.205,12.18,209.00,2.50
5.777,16214,0,20,2008,1999,2497,0.205,12.18,208.00,2.50
5.778,16215,0,20,2009,2000,2498,0.197,12.17,208.00,2.40
5.781,16216,0,20,2008,2000,2498,0.197,12.19,209.00,2.40
5.782,16217,0,20,2009,2000,2498,0.190,12.17,209.00,2.31
5.784,16218,0,20,2007,1998,2497,0.205,12.18,211.00,2.50
5.787,16219,0,20,2009,2000,2496,0.212,12.19,211.00,2.58
5.788,16220,0,20,2007,1999,2497,0.205,12.18,209.00,2.50
5.791,16221,0,20,2008,1999,2497,0.205,12.18,209.00,2.50
5.792,16222,0,20,2008,1999,2497,0.205,12.19,209.00,2.50
5.794,16223,0,20,2008,1998,2497,0.197,12.18,209.00,2.40
5.796,16224,0,20,2008,1998,2499,0.212,12.19,206.00,2.58
5.798,16225,0,20,2008,1999,2497,0.197,12.18,209.00,2.40
5.800,16226,0,20,2009,2000,2497,0.219,12.19,211.00,2.67
5.803,16227,0,20,2009,2000,2497,0.212,12.19,209.00,2.58
5.804,16228,0,20,2008,1999,2497,0.212,12.19,209.00,2.58
5.806,16229,0,20,2008,2000,2496,0.219,12.19,211.00,2.67
5.809,16230,0,20,2009,1999,2496,0.212,12.19,211.00,2.58
5.810,16231,0,20,2008,1999,2498,0.197,12.18,206.00,2.40
5.812,16232,0,20,2008,1999,2498,0.205,12.18,208.00,2.50
5.813,16233,0,20,2009,2000,2498,0.212,12.19,208.00,2.58
5.816,16234,0,20,2008,1999,2499,0.205,12.19,208.00,2.50
5.818,16235,0,20,2009,2000,2498,0.212,12.18,208.00,2.58
5.819,16236,0,20,2007,1998,2499,0.205,12.18,206.00,2.50
5.822,16237,0,20,2008,2000,2498,0.212,12.19,208.00,2.58
5.824,16238,0,20,2008,1999,2498,0.205,12.19,208.00,2.50
5.826,16239,0,20,2008,1998,2498,0.205,12.18,208.00,2.50
5.828,16240,0,20,2008,1999,2497,0.212,12.19,209.00,2.58
5.830,16241,0,20,2009,2000,2497,0.205,12.19,209.00,2.50
5.832,16242,0,20,2008,1998,2498,0.212,12.19,208.00,2.58
5.835,16243,0,20,2007,1998,2498,0.212,12.19,208.00,2.58
5.836,16244,0,20,2007,1998,2498,0.197,12.18,209.00,2.40
5.839,16245,0,20,2009,1999,2496,0.212,12.19,211.00,2.58
5.840,16246,0,20,2008,1999,2497,0.212,12.19,209.00,2.58
5.842,16247,0,20,2008,1999,2498,0.219,12.20,209.00,2.67
6.421,16248,0,20,2009,1999,2496,0.212,12.19,211.00,2.58
6.421,16249,0,20,2008,1999,2497,0.212,12.19,211.00,2.58
6.421,16250,0,20,2008,1999,2499,0.197,12.18,208.00,2.40
6.422,16251,0,20,2008,1999,2499,0.197,12.18,206.00,2.40
6.422,16252,0,20,2008,1999,2498,0.212,12.19,208.00,2.58
6.422,16253,0,20,2008,1999,2499,0.205,12.19,206.00,2.50
6.422,16254,0,20,2008,2000,2498,0.212,12.19,208.00,2.58
6.422,16255,0,20,2009,2000,2498,0.197,12.17,208.00,2.40
6.422,16256,0,20,2008,1999,2498,0.205,12.19,208.00,2.50
6.422,16257,0,20,2008,1999,2498,0.205,12.19,208.00,2.50
6.422,16258,0,20,2009,2000,2498,0.197,12.18,208.00,2.40
6.422,16259,0,20,2008,1999,2498,0.212,12.19,208.00,2.58
6.422,16260,0,20,2008,1999,2498,0.205,12.18,209.00,2.50
6.422,16261,0,20,2007,1997,2498,0.205,12.19,206.00,2.50
6.422,16262,0,20,2008,1997,2498,0.205,12.19,208.00,2.50
6.422,16263,0,20,2008,1998,2497,0.190,12.16,208.00,2.31
6.422,16264,0,21,2008,1999,2497,0.212,12.19,209.00,2.58
6.422,16265,0,21,2008,2000,2496,0.212,12.19,211.00,2.58
6.422,16266,0,21,2008,1999,2496,0.212,12.19,211.00,2.58
6.422,16267,0,21,2007,1999,2496,0.219,12.19,211.00,2.67
6.422,16268,0,21,2008,2000,2497,0.212,12.19,209.00,2.58
6.422,16269,0,21,2007,1998,2498,0.197,12.18,208.00,2.40
6.422,16270,0,21,2007,1999,2497,0.212,12.19,209.00,2.58
6.422,16271,0,21,2009,2000,2497,0.205,12.18,209.00,2.50
6.422,16272,0,21,2009,1999,2497,0.197,12.18,208.00,2.40
6.422,16273,0,21,2009,1999,2497,0.205,12.17,208.00,2.49
6.422,16274,0,21,2008,1999,2497,0.197,12.17,208.00,2.40
6.422,16275,0,21,2008,1999,2497,0.212,12.19,209.00,2.58
6.423,16276,0,21,2008,1999,2498,0.205,12.19,208.00,2.50
6.423,16277,0,21,2009,2000,2496,0.212,12.19,211.00,2.58
6.423,16278,0,21,2008,1999,2498,0.197,12.18,206.00,2.40
6.423,16279,0,21,2008,1999,2497,0.212,12.19,211.00,2.58
6.423,16280,0,21,2007,1998,2497,0.197,12.18,209.00,2.40
6.423,16281,0,21,2006,1997,2498,0.197,12.17,208.00,2.40
6.423,16282,0,21,2007,1998,2498,0.197,12.18,206.00,2.40
6.423,16283,0,21,2007,1998,2498,0.197,12.19,206.00,2.40
6.423,16284,0,21,2008,1998,2498,0.197,12.18,208.00,2.40
6.423,16285,0,21,2007,1998,2497,0.197,12.18,209.00,2.40
6.423,16286,0,21,2008,1999,2497,0.205,12.18,209.00,2.50
6.423,16287,0,21,2007,1998,2497,0.197,12.18,209.00,2.40
6.423,16288,0,21,2007,1998,2497,0.197,12.18,209.00,2.40
6.423,16289,0,21,2008,2000,2498,0.190,12.18,208.00,2.31
6.423,16290,0,21,2009,2000,2498,0.205,12.18,208.00,2.50
6.423,16291,0,21,2008,1999,2498,0.205,12.18,208.00,2.50
6.423,16292,0,21,2009,2000,2498,0.205,12.18,208.00,2.50
6.423,16293,0,21,2009,2000,2498,0.205,12.18,206.00,2.50
6.423,16294,0,21,2008,1999,2496,0.205,12.19,209.00,2.50
6.423,16295,0,21,2007,1999,2497,0.212,12.19,209.00,2.58
6.423,16296,0,21,2008,2000,2496,0.219,12.20,211.00,2.67
6.423,16297,0,21,2008,1999,2498,0.205,12.18,206.00,2.50
6.423,16298,0,21,2007,1999,2496,0.212,12.19,211.00,2.58
6.423,16299,0,21,2008,1998,2498,0.205,12.18,208.00,2.50
6.423,16300,0,21,2007,1998,2498,0.197,12.18,206.00,2.40
6.423,16301,0,21,2008,1998,2498,0.205,12.18,208.00,2.50
6.423,16302,0,21,2007,1997,2499,0.197,12.18,206.00,2.40
6.423,16303,0,21,2008,2000,2497,0.205,12.19,209.00,2.50
6.424,16304,0,21,2007,1998,2497,0.205,12.19,209.00,2.50
6.424,16305,0,21,2009,1998,2496,0.197,12.18,211.00,2.40
6.424,16306,0,21,2008,1998,2497,0.205,12.19,209.00,2.50
6.424,16307,0,21,2008,1998,2497,0.205,12.19,208.00,2.50
6.424,16308,0,21,2009,2000,2498,0.205,12.18,208.00,2.50
6.424,16309,0,21,2009,2000,2498,0.212,12.18,208.00,2.58
6.424,16310,0,21,2008,2000,2498,0.190,12.17,206.00,2.31
6.424,16311,0,21,2008,2000,2499,0.197,12.18,208.00,2.40
6.424,16312,0,21,2009,2001,2498,0.212,12.19,206.00,2.58
6.424,16313,0,21,2008,2000,2497,0.212,12.19,209.00,2.58
6.424,16314,0,21,2007,1999,2496,0.212,12.19,211.00,2.58
6.424,16315,0,21,2008,1999,2497,0.212,12.19,209.00,2.58
6.424,16316,0,21,2008,1999,2498,0.197,12.18,208.00,2.40
6.424,16317,0,21,2008,2000,2498,0.205,12.18,208.00,2.50
6.424,16318,0,21,2007,1998,2498,0.205,12.19,208.00,2.50
6.424,16319,0,21,2008,1999,2498,0.197,12.17,206.00,2.40
6.424,16320,0,21,2008,1999,2497,0.205,12.18,209.00,2.50
6.424,16321,0,21,2008,1999,2498,0.205,12.17,206.00,2.49
6.424,16322,0,21,2008,2000,2497,0.212,12.19,209.00,2.58
6.424,16323,0,21,2008,2000,2497,0.212,12.19,209.00,2.58
6.424,16324,0,22,2007,1999,2497,0.212,12.19,209.00,2.58
6.424,16325,0,22,2008,2000,2497,0.219,12.19,209.00,2.67
6.425,16326,0,22,2008,1999,2498,0.205,12.18,208.00,2.50
6.425,16327,0,22,2009,2000,2498,0.190,12.17,208.00,2.31
6.425,16328,0,22,2008,1999,2498,0.205,12.18,206.00,2.50
6.425,16329,0,22,2008,1999,2498,0.205,12.19,206.00,2.50
6.425,16330,0,22,2008,2000,2498,0.212,12.19,206.00,2.58
6.425,16331,0,22,2007,1998,2499,0.205,12.17,205.00,2.49
6.425,16332,0,22,2007,1999,2499,0.183,12.16,206.00,2.23
6.425,16333,0,22,2008,1999,2497,0.205,12.19,208.00,2.50
6.425,16334,0,22,2009,2000,2497,0.212,12.19,208.00,2.58
6.425,16335,0,22,2008,1999,2497,0.205,12.19,209.00,2.50
6.425,16336,0,22,2008,1999,2498,0.205,12.18,208.00,2.50
6.425,16337,0,22,2007,1998,2498,0.205,12.19,208.00,2.50
6.425,16338,0,22,2007,1998,2498,0.205,12.19,206.00,2.50
6.425,16339,0,22,2007,1997,2497,0.190,12.17,208.00,2.31
6.425,16340,0,22,2008,2000,2498,0.205,12.18,206.00,2.50
6.425,16341,0,22,2008,1999,2497,0.205,12.19,209.00,2.50
6.425,16342,0,22,2007,1999,2498,0.205,12.19,209.00,2.50
6.425,16343,0,22,2008,2000,2498,0.212,12.19,208.00,2.58
6.425,16344,0,22,2008,1999,2497,0.212,12.19,209.00,2.58
6.425,16345,0,22,2009,2000,2498,0.205,12.18,208.00,2.50
6.425,16346,0,22,2007,1998,2497,0.205,12.19,209.00,2.50
6.425,16347,0,22,2007,1998,2498,0.205,12.19,206.00,2.50
6.425,16348,0,22,2007,1998,2497,0.197,12.18,209.00,2.40
6.425,16349,0,22,2008,2000,2497,0.205,12.19,208.00,2.50
6.425,16350,0,22,2009,2001,2498,0.205,12.18,206.00,2.50
6.425,16351,0,22,2007,1999,2497,0.205,12.18,209.00,2.50
6.425,16352,0,22,2008,1999,2497,0.212,12.19,209.00,2.58
6.425,16353,0,22,2008,1999,2496,0.205,12.19,211.00,2.50
6.425,16354,0,22,2007,1999,2498,0.205,12.17,206.00,2.49
6.425,16355,0,22,2008,1999,2497,0.212,12.18,209.00,2.58
6.426,16356,0,22,2007,1998,2498,0.205,12.18,206.00,2.50
6.426,16357,0,22,2007,1998,2498,0.205,12.18,206.00,2.50
6.426,16358,0,22,2006,1996,2498,0.190,12.17,208.00,2.31
6.426,16359,0,22,2009,2000,2498,0.197,12.18,206.00,2.40
6.426,16360,0,22,2007,1999,2497,0.197,12.18,209.00,2.40
6.426,16361,0,22,2008,1999,2497,0.212,12.19,209.00,2.58
6.426,16362,0,22,2008,1999,2497,0.205,12.19,209.00,2.50
6.426,16363,0,22,2007,1999,2497,0.205,12.18,209.00,2.50
6.426,16364,0,22,2009,2000,2497,0.190,12.18,209.00,2.31
6.426,16365,0,22,2007,1998,2499,0.197,12.18,206.00,2.40
6.426,16366,0,22,2007,1997,2498,0.197,12.18,206.00,2.40
6.426,16367,0,22,2008,1998,2499,0.197,12.18,206.00,2.40
6.426,16368,0,22,2006,1997,2499,0.197,12.18,206.00,2.40
6.426,16369,0,22,2008,1998,2497,0.205,12.19,209.00,2.50
6.426,16370,0,22,2008,1999,2497,0.205,12.19,208.00,2.50
6.426,16371,0,22,2007,1998,2497,0.205,12.18,209.00,2.50
6.426,16372,0,22,2007,1998,2497,0.197,12.18,209.00,2.40
6.426,16373,0,22,2007,1998,2497,0.197,12.18,209.00,2.40
6.426,16374,0,22,2008,2000,2498,0.205,12.18,208.00,2.50
6.426,16375,0,22,2009,1999,2496,0.197,12.18,211.00,2.40
6.426,16376,0,22,2007,1998,2498,0.205,12.18,206.00,2.50
6.426,16377,0,22,2008,1998,2497,0.205,12.18,208.00,2.50
6.426,16378,0,22,2007,1998,2498,0.205,12.19,208.00,2.50
6.426,16379,0,22,2007,1998,2497,0.197,12.18,208.00,2.40
6.426,16380,0,22,2007,1998,2497,0.197,12.18,209.00,2.40
6.426,16381,0,22,2008,1999,2497,0.205,12.19,208.00,2.50
6.426,16382,0,22,2008,1999,2498,0.197,12.18,208.00,2.40
6.426,16383,0,22,2008,1998,2498,0.190,12.17,209.00,2.31
6.426,16384,0,23,2008,2000,2498,0.205,12.18,206.00,2.50
6.426,16385,0,23,2008,1998,2497,0.197,12.19,209.00,2.40
6.427,16386,0,23,2008,1999,2498,0.205,12.18,209.00,2.50
6.427,16387,0,23,2008,1999,2497,0.197,12.18,208.00,2.40
6.427,16388,0,23,2007,1998,2497,0.197,12.19,209.00,2.40
6.427,16389,0,23,2008,1999,2497,0.205,12.18,209.00,2.50
6.427,16390,0,23,2007,1997,2498,0.197,12.18,206.00,2.40
6.427,16391,0,23,2008,1999,2497,0.197,12.18,209.00,2.40
6.427,16392,0,23,2008,1998,2498,0.197,12.18,208.00,2.40
6.427,16393,0,23,2008,1999,2498,0.205,12.18,208.00,2.50
6.427,16394,0,23,2008,1998,2497,0.205,12.19,209.00,2.50
6.427,16395,0,23,2006,1997,2499,0.197,12.18,205.00,2.40
6.427,16396,0,23,2007,1998,2498,0.197,12.18,206.00,2.40
6.427,16397,0,23,2007,1999,2498,0.205,12.19,208.00,2.50
6.427,16398,0,23,2008,1998,2497,0.212,12.19,209.00,2.58
6.427,16399,0,23,2007,1998,2498,0.197,12.17,208.00,2.40
6.427,16400,0,23,2008,1999,2498,0.205,12.18,208.00,2.50
6.427,16401,0,23,2007,1999,2498,0.197,12.17,208.00,2.40
6.427,16402,0,23,2008,1999,2497,0.205,12.18,209.00,2.50
6.427,16403,0,23,2007,2000,2499,0.205,12.18,205.00,2.50
6.427,16404,0,23,2007,1998,2498,0.197,12.18,209.00,2.40
6.427,16405,0,23,2006,1997,2498,0.205,12.18,208.00,2.50
6.427,16406,0,23,2008,1998,2497,0.205,12.18,209.00,2.50
6.427,16407,0,23,2007,1998,2497,0.197,12.18,209.00,2.40
6.427,16408,0,23,2007,1998,2498,0.197,12.18,208.00,2.40
6.428,16409,0,23,2007,1998,2498,0.197,12.18,206.00,2.40
6.428,16410,0,23,2007,1998,2498,0.205,12.18,208.00,2.50
6.428,16411,0,23,2008,1999,2497,0.205,12.18,209.00,2.50
6.428,16412,0,23,2008,2000,2498,0.205,12.18,206.00,2.50
6.428,16413,0,23,2007,1998,2497,0.190,12.18,208.00,2.31
6.428,16414,0,23,2007,1997,2498,0.205,12.18,206.00,2.50
6.428,16415,0,23,2006,1998,2499,0.190,12.16,205.00,2.31
6.428,16416,0,23,2007,1998,2498,0.197,12.18,206.00,2.40
6.428,16417,0,23,2008,2000,2497,0.205,12.19,209.00,2.50
6.428,16418,0,23,2009,2001,2496,0.219,12.19,209.00,2.67
6.428,16419,0,23,2008,1999,2497,0.212,12.19,209.00,2.58
6.428,16420,0,23,2007,1999,2498,0.205,12.19,208.00,2.50
6.428,16421,0,23,2007,1999,2499,0.197,12.17,205.00,2.40
6.429,16422,0,23,2008,1999,2497,0.212,12.19,208.00,2.58
6.429,16423,0,23,2008,1999,2498,0.190,12.18,206.00,2.31
6.429,16424,0,23,2008,1999,2497,0.205,12.18,209.00,2.50
6.429,16425,0,23,2009,2001,2497,0.197,12.18,209.00,2.40
6.429,16426,0,23,2009,2001,2497,0.205,12.18,208.00,2.50
6.429,16427,0,23,2008,1999,2497,0.219,12.19,209.00,2.67
6.429,16428,0,23,2008,1999,2497,0.212,12.19,208.00,2.58
6.429,16429,0,23,2008,1999,2497,0.212,12.19,209.00,2.58
6.429,16430,0,23,2007,1999,2497,0.212,12.19,209.00,2.58
6.429,16431,0,23,2008,1999,2497,0.197,12.17,209.00,2.40
6.429,16432,0,23,2007,1999,2498,0.197,12.17,206.00,2.40
6.429,16433,0,23,2009,2000,2497,0.197,12.18,208.00,2.40
6.429,16434,0,23,2008,1999,2499,0.197,12.18,206.00,2.40
6.429,16435,0,23,2009,2000,2498,0.197,12.18,208.00,2.40
6.429,16436,0,23,2008,1999,2499,0.197,12.18,205.00,2.40
6.429,16437,0,23,2008,1998,2499,0.197,12.17,206.00,2.40
6.429,16438,0,23,2007,1999,2498,0.197,12.18,208.00,2.40
6.430,16439,0,23,2008,1999,2497,0.212,12.19,208.00,2.58
6.430,16440,0,23,2008,1999,2498,0.205,12.19,208.00,2.50
6.430,16441,0,23,2008,1999,2498,0.212,12.18,208.00,2.58
6.430,16442,0,23,2008,1999,2498,0.190,12.17,208.00,2.31
6.430,16443,0,23,2008,1999,2497,0.190,12.17,209.00,2.31
6.430,16444,0,24,2010,2000,2497,0.197,12.17,208.00,2.40
6.430,16445,0,24,2009,2000,2498,0.197,12.18,208.00,2.40
6.430,16446,0,24,2008,1999,2496,0.197,12.18,209.00,2.40
6.430,16447,0,24,2008,2000,2496,0.205,12.19,209.00,2.50
6.430,16448,0,24,2009,1999,2496,0.212,12.19,209.00,2.58
6.430,16449,0,24,2008,1999,2497,0.212,12.19,209.00,2.58
6.430,16450,0,24,2009,2000,2498,0.197,12.17,206.00,2.40
6.430,16451,0,24,2007,1999,2499,0.205,12.18,206.00,2.50
6.430,16452,0,24,2009,2000,2498,0.197,12.18,206.00,2.40
6.431,16538,0,25,2006,1998,2497,0.197,12.18,208.00,2.40
6.431,16539,0,25,2009,2000,2497,0.197,12.18,208.00,2.40
6.431,16540,0,25,2008,1999,2497,0.205,12.18,208.00,2.50
6.431,16541,0,25,2008,1999,2497,0.212,12.19,209.00,2.58
6.432,16542,0,25,2009,1999,2497,0.212,12.19,209.00,2.58
6.435,16543,0,25,2008,1999,2497,0.212,12.19,209.00,2.58
6.436,16544,0,25,2009,2000,2498,0.205,12.18,208.00,2.50
6.438,16545,0,25,2008,1999,2499,0.197,12.18,208.00,2.40
6.441,16546,0,25,2008,1998,2499,0.197,12.17,205.00,2.40
6.443,16547,0,25,2009,1999,2498,0.197,12.18,208.00,2.40
6.444,16548,0,25,2009,1999,2498,0.205,12.18,206.00,2.50
6.447,16549,0,25,2010,2000,2499,0.197,12.18,206.00,2.40
6.448,16550,0,25,2010,2000,2499,0.197,12.18,206.00,2.40
6.450,16551,0,25,2010,2000,2498,0.212,12.19,208.00,2.58
6.453,16552,0,25,2008,1997,2499,0.197,12.17,205.00,2.40
6.454,16553,0,25,2009,1999,2498,0.197,12.19,209.00,2.40
6.457,16554,0,25,2009,1999,2497,0.205,12.19,208.00,2.50
6.458,16555,0,25,2007,1997,2498,0.212,12.17,208.00,2.58
6.460,16556,0,25,2007,1998,2498,0.212,12.19,208.00,2.58
6.462,16557,0,25,2007,1997,2498,0.190,12.17,208.00,2.31
6.465,16558,0,25,2009,2000,2498,0.197,12.18,208.00,2.40
6.466,16559,0,25,2009,2001,2499,0.205,12.19,206.00,2.50
6.469,16560,0,25,2008,2000,2496,0.212,12.19,211.00,2.58
6.470,16561,0,25,2007,1998,2497,0.205,12.19,209.00,2.50
6.473,16562,0,25,2007,1999,2496,0.212,12.19,211.00,2.58
6.475,16563,0,25,2007,2000,2497,0.212,12.19,211.00,2.58
6.476,16564,0,26,2007,1999,2498,0.205,12.19,208.00,2.50
6.479,16565,0,26,2007,2000,2498,0.190,12.18,208.00,2.31
6.481,16566,0,26,2007,1999,2498,0.205,12.19,206.00,2.50
6.482,16567,0,26,2006,1999,2499,0.205,12.18,206.00,2.50
6.485,16568,0,26,2005,1999,2499,0.190,12.18,206.00,2.31
6.486,16569,0,26,2006,1999,2498,0.197,12.17,208.00,2.40
6.488,16570,0,26,2005,1997,2498,0.197,12.17,206.00,2.40
6.490,16571,0,26,2007,1999,2498,0.205,12.18,208.00,2.50
6.492,16572,0,26,2007,1999,2496,0.212,12.19,211.00,2.58
6.495,16573,0,26,2007,1999,2498,0.205,12.18,208.00,2.50
6.496,16574,0,26,2007,1999,2496,0.205,12.19,209.00,2.50
6.498,16575,0,26,2008,1998,2498,0.197,12.18,208.00,2.40
6.500,16576,0,26,2007,1998,2498,0.197,12.19,208.00,2.40
6.502,16577,0,26,2006,1996,2500,0.197,12.17,205.00,2.40
6.504,16578,0,26,2006,1997,2500,0.190,12.17,206.00,2.31
6.507,16579,0,26,2007,1996,2497,0.183,12.17,208.00,2.23
6.508,16580,0,26,2008,1999,2496,0.205,12.18,209.00,2.50
6.511,16581,0,26,2008,1997,2498,0.190,12.17,208.00,2.31
6.513,16582,0,26,2007,1997,2498,0.183,12.17,208.00,2.23
6.514,16583,0,26,2009,1999,2497,0.205,12.18,209.00,2.50
6.517,16584,0,26,2010,2000,2498,0.197,12.18,208.00,2.40
6.518,16585,0,26,2009,1999,2498,0.183,12.17,208.00,2.23
6.520,16586,0,26,2011,1999,2498,0.197,12.18,209.00,2.40
7.106,16587,0,26,2009,2000,2498,0.190,12.16,206.00,2.31
7.107,16588,0,26,2009,2000,2497,0.197,12.18,208.00,2.40
7.107,16589,0,26,2008,1998,2497,0.197,12.18,209.00,2.40
7.107,16590,0,26,2010,2000,2496,0.212,12.19,209.00,2.58
7.107,16591,0,26,2008,1999,2497,0.212,12.19,209.00,2.58
7.107,16592,0,26,2009,1999,2498,0.197,12.19,208.00,2.40
7.107,16593,0,26,2008,1999,2497,0.212,12.19,209.00,2.58
7.107,16594,0,26,2006,1997,2498,0.183,12.17,209.00,2.23
7.107,16595,0,26,2007,1998,2498,0.197,12.19,208.00,2.40
7.107,16596,0,26,2007,1998,2497,0.212,12.19,209.00,2.58
7.107,16597,0,26,2007,1998,2498,0.197,12.19,208.00,2.40
7.107,16598,0,26,2006,1997,2497,0.183,12.16,209.00,2.23
7.107,16599,0,26,2007,1998,2497,0.205,12.17,209.00,2.49
7.107,16600,0,26,2007,1999,2496,0.197,12.18,209.00,2.40
